headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
extreme sports,NOUN,B1,,,
eyesight,NOUN,B1,Travel and services vocab,,
face to face,ADV,B1,,,
face-to-face,ADJ,B1,,,
facility,NOUN,B1,,,
fade,VERB,B1,,,
failure,NOUN,B1,,,
faint,ADJ,B1,,,
fair,NOUN,B1,,,
faithful,ADJ,B1,,,
fake,ADJ,B1,,,
fall,NOUN,B1,,,
fallen,ADJ,B1,,,
fancy,NOUN,B1,,,
fancy,VERB,B1,,,
fantasy,NOUN,B1,Books and literature,,"Free time, entertainment"
faraway,ADJ,B1,,,
farewell,NOUN,B1,,,
farming,NOUN,B1,,,
farmland,NOUN,B1,"Things in the town, shops and shopping",,
farther,ADV,B1,,,
farthest,ADV,B1,,,
fascinate,VERB,B1,,,
fashionable,ADJ,B1,,,
fasten,VERB,B1,,,
favorable/favourable,ADJ,B1,,,
fax,NOUN,B1,,,
fax,VERB,B1,,,
feast,NOUN,B1,Food and drink,,
feed,VERB,B1,,,
fellow,NOUN,B1,,,
ferry,NOUN,B1,Ways of travelling,,Travel
festive,ADJ,B1,,,
fetch,VERB,B1,,,
feverishly,ADV,B1,,,
few,PRON,B1,,,
fifth,NOUN,B1,,,
fight,VERB,B1,,,
filling,NOUN,B1,Food and drink,,Food and drink
film,VERB,B1,,,
film-maker,NOUN,B1,Work and jobs,,Personal identification
filter,NOUN,B1,,,
finance,VERB,B1,,,
financial,ADJ,B1,,,
finding,NOUN,B1,,,
fine,NOUN,B1,,,
finger,NOUN,B1,,,Health and body care
fire station,NOUN,B1,"Things in the town, shops and shopping",,Services
firefighter,NOUN,B1,Work and jobs,,
firework,NOUN,B1,Hobbies and pastimes,,
firm,ADJ,B1,,,
firm,NOUN,B1,Film,,"Free time, entertainment"
firmly,ADV,B1,,,
first floor,NOUN,B1,Objects and rooms,,"House and home, environment"
first lady,NOUN,B1,,,
first-floor,ADJ,B1,,,
fish,VERB,B1,,,
fit,VERB,B1,,,
fitness,NOUN,B1,Leisure activities,,"Free time, entertainment"
fix,VERB,B1,,,
flash,ADJ,B1,,,
flat,ADJ,B1,,,
flavor/flavour,NOUN,B1,Food and drink,,Food and drink
float,VERB,B1,,,
flock,NOUN,B1,Collocation,,
flood,VERB,B1,,,
flow,NOUN,B1,,,
flow,VERB,B1,,,
flu,NOUN,B1,Travel and services vocab,,Health and body care
fluent,ADJ,B1,,,
fluently,ADV,B1,,,
flunk,VERB,B1,Education,,
flute,NOUN,B1,,,
fold,NOUN,B1,,,
fold,VERB,B1,,,
folk,NOUN,B1,Food and drink,Objects and rooms,Food and drink
fond,ADJ,B1,,,
fondness,NOUN,B1,,,
fool,VERB,B1,,,
foolish,ADJ,B1,,,
foot,NOUN,B1,,,Health and body care
forbidden,ADJ,B1,,,
forecast,NOUN,B1,,,
forehead,NOUN,B1,,,
forgive,VERB,B1,,,
form,VERB,B1,,,
formal,ADJ,B1,,,
formally,ADV,B1,,,
format,NOUN,B1,,,
format,VERB,B1,,,
former,ADJ,B1,,,
formula,NOUN,B1,Education,,
forth,ADV,B1,,,
fortnight,NOUN,B1,,,
fortunate,ADJ,B1,,,
foundation,NOUN,B1,,,
fountain,NOUN,B1,"Things in the town, shops and shopping",,Places
fragment,NOUN,B1,,,
freely,ADV,B1,,,
freezer,NOUN,B1,Objects and rooms,,"House and home, environment"
freezing,ADJ,B1,,,
frequency,NOUN,B1,,,
frequent,ADJ,B1,,,
frequently,ADV,B1,,,
freshman,NOUN,B1,Education,,Personal identification
friendliness,NOUN,B1,Personal information,,Relations with other people
fright,NOUN,B1,,,
frost,NOUN,B1,,,Weather
frozen,ADJ,B1,,,
frustrated,ADJ,B1,,,
frustration,NOUN,B1,,,
fry,VERB,B1,,,
frying pan,NOUN,B1,Objects and rooms,,Shopping
fuel,NOUN,B1,"News, lifestyles and current affairs",,
full stop,NOUN,B1,,,
full-time,ADJ,B1,,,
full-time,ADV,B1,,,
function,NOUN,B1,,,
fund,NOUN,B1,"News, lifestyles and current affairs",,
fund,VERB,B1,,,
funeral,NOUN,B1,,,Daily life
fur,NOUN,B1,Clothes,,Shopping
furnish,VERB,B1,,,
further,ADV,B1,,,
furthermore,ADV,B1,,,
furthest,ADV,B1,,,
fuss,NOUN,B1,,,
future,ADJ,B1,,,
gain,NOUN,B1,,,
gain,VERB,B1,,,
gall,NOUN,B1,Travel and services vocab,,
gallon,NOUN,B1,,,
gap,NOUN,B1,,,
gardening,NOUN,B1,Hobbies and pastimes,Work and jobs,"Free time, entertainment"
garment,NOUN,B1,Clothes,,
gay,ADJ,B1,,,
gee,INTJ,B1,,,
gene,NOUN,B1,Education,,
general,ADJ,B1,,,
general,NOUN,B1,"News, lifestyles and current affairs",,
generally,ADV,B1,,,
generate,VERB,B1,,,
generous,ADJ,B1,,,
genetic,ADJ,B1,,,
genetically,ADV,B1,,,
genetics,NOUN,B1,Education,,Education
gentleman,NOUN,B1,,,Personal identification
geographical,ADJ,B1,,,
geography,NOUN,B1,Education,,Education
geology,NOUN,B1,Education,,Education
gesture,NOUN,B1,,,
giant,ADJ,B1,,,
gifted,ADJ,B1,,,
giggle,NOUN,B1,,,
ginger,NOUN,B1,Food and drink,,Food and drink
giraffe,NOUN,B1,,,
glance,NOUN,B1,,,
glance,VERB,B1,,,
glide,NOUN,B1,,,
glimpse,NOUN,B1,,,
glint,NOUN,B1,,,
global,ADJ,B1,,,
glorious,ADJ,B1,,,
glory,NOUN,B1,,,
go,NOUN,B1,,,
goalkeeper,NOUN,B1,Work and jobs,Leisure activities,Personal identification
goddess,NOUN,B1,Books and literature,,
golfer,NOUN,B1,Work and jobs,Leisure activities,Personal identification
goodness,INTJ,B1,,,
goods,NOUN,B1,Objects and rooms,,Shopping
gorgeous,ADJ,B1,,,
gorilla,NOUN,B1,,,
gossip,NOUN,B1,Media,,"Free time, entertainment"
govern,VERB,B1,,,
governor,NOUN,B1,"Things in the town, shops and shopping",,Personal identification
gown,NOUN,B1,Clothes,,Shopping
grab,VERB,B1,,,
graceful,ADJ,B1,,,
graduate,NOUN,B1,Education,,Education
graduation,NOUN,B1,Education,,Education
grant,NOUN,B1,,,
grant,VERB,B1,,,
graph,NOUN,B1,Education,,
graphic,ADJ,B1,,,
graphics,NOUN,B1,,,
gratitude,NOUN,B1,,,
grave,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
gravy,NOUN,B1,,,
greenhouse,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
greeting,NOUN,B1,,,
grill,NOUN,B1,Objects and rooms,,Shopping
grill,VERB,B1,,,
groom,NOUN,B1,Family life,,
ground floor,NOUN,B1,Objects and rooms,,"House and home, environment"
group,VERB,B1,,,
grouping,NOUN,B1,,,
growth,NOUN,B1,,,
guarantee,NOUN,B1,,,
guess,NOUN,B1,,,
guidance,NOUN,B1,Education,,
guide,NOUN,B1,Travel and services vocab,,Personal identification
guide,VERB,B1,,,
guilt,NOUN,B1,"News, lifestyles and current affairs",,
guilty,ADJ,B1,,,
guitarist,NOUN,B1,Work and jobs,,Personal identification
gym,NOUN,B1,"Things in the town, shops and shopping",,"Free time, entertainment"
gymnastics,NOUN,B1,Education,,Education
habitat,NOUN,B1,Education,,
hairdresser,NOUN,B1,Work and jobs,,Personal identification
hairdryer,NOUN,B1,Objects and rooms,,Shopping
half,ADV,B1,,,
hammer,NOUN,B1,Objects and rooms,,Shopping
handball,NOUN,B1,Leisure activities,,"Free time, entertainment"
hand-held,ADJ,B1,,,
handkerchief,NOUN,B1,Objects and rooms,,Shopping
handle,VERB,B1,,,
handshake,NOUN,B1,,,
handwriting,NOUN,B1,Education,,Education
handy,ADJ,B1,,,
hang,VERB,B1,,,
hanging,ADJ,B1,,,
harbor/harbour,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
hardship,NOUN,B1,,,
hard-working,ADJ,B1,,,
harness,NOUN,B1,,,
hasty,ADJ,B1,,,
hatch,NOUN,B1,,,
hate,NOUN,B1,,,
hatred,NOUN,B1,,,
haunt,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
haven,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
hazard,NOUN,B1,,,
headline,NOUN,B1,Media,,"Free time, entertainment"
heal,VERB,B1,,,
healing,ADJ,B1,,,
hearing,NOUN,B1,,,
heart attack,NOUN,B1,,,
hearted,ADJ,B1,,,
hearty,ADJ,B1,,,
heat,VERB,B1,,,
heater,NOUN,B1,Objects and rooms,,"House and home, environment"
heaven,NOUN,B1,,,
heavenly,ADJ,B1,,,
heel,NOUN,B1,Clothes,,Shopping
height,NOUN,B1,,,
helmet,NOUN,B1,Clothes,,Shopping
helpless,ADJ,B1,,,
herd,NOUN,B1,,,
hesitate,VERB,B1,,,
hidden,ADJ,B1,,,
highlight,VERB,B1,,,
highly,ADV,B1,,,
hip,NOUN,B1,,,Health and body care
hire,VERB,B1,,,
historian,NOUN,B1,Education,,Education
historic,ADJ,B1,,,
historical,ADJ,B1,,,
hit,NOUN,B1,,,
HIV,NOUN,B1,Travel and services vocab,,Health and body care
holy,ADJ,B1,,,
homeless,ADJ,B1,,,
honest,ADJ,B1,,,
honestly,ADV,B1,,,
honesty,NOUN,B1,,,
honeymoon,NOUN,B1,Travel and services vocab,,Travel
hop,NOUN,B1,,,
hope,VERB,B1,,,
hopeful,ADJ,B1,,,
hopefully,ADV,B1,,,
hopeless,ADJ,B1,,,
horizon,NOUN,B1,,,
horn,NOUN,B1,,,
horrible,ADJ,B1,,,
horrify,VERB,B1,,,
hostel,NOUN,B1,Travel and services vocab,,Travel
household,NOUN,B1,Family life,,Daily life
housework,NOUN,B1,Family life,Work and jobs,Daily life
huge,ADJ,B1,,,
human,NOUN,B1,,,
humanity,NOUN,B1,,,
humid,ADJ,B1,,,
humor/humour,NOUN,B1,,,
humorous,ADJ,B1,,,
hunger,NOUN,B1,"News, lifestyles and current affairs",,
hunt,NOUN,B1,Leisure activities,,"Free time, entertainment"
hunt,VERB,B1,,,
hurriedly,ADV,B1,,,
hurt,ADJ,B1,,,
hut,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
ice hockey,NOUN,B1,Leisure activities,,"Free time, entertainment"
ice skating,NOUN,B1,Leisure activities,,"Free time, entertainment"
identity,NOUN,B1,,,
identity card,NOUN,B1,Travel and services vocab,,Services
idiom,NOUN,B1,Education,,Education
idol,NOUN,B1,,,
ignore,VERB,B1,,,
illegally,ADV,B1,,,
illness,NOUN,B1,Travel and services vocab,,Health and body care
illuminate,VERB,B1,,,
imaginary,ADJ,B1,,,
imitate,VERB,B1,,,
immediate,ADJ,B1,,,
immediately,ADV,B1,,,
immigrate,VERB,B1,,,
immigration,NOUN,B1,"News, lifestyles and current affairs",,
impair,VERB,B1,,,
impression,NOUN,B1,,,
impressive,ADJ,B1,,,
improper,ADJ,B1,,,
improvement,NOUN,B1,,,
incident,NOUN,B1,,,
including,SCONJ,B1,,,
income,NOUN,B1,Work and jobs,,Daily life
inconvenient,ADJ,B1,,,
incorrect,ADJ,B1,,,
increase,NOUN,B1,,,
increasingly,ADV,B1,,,
incredible,ADJ,B1,,,
incredibly,ADV,B1,,,
indefinite article,NOUN,B1,,,
independent,ADJ,B1,,,
indirect,ADJ,B1,,,
indirectly,ADV,B1,,,
individual,ADJ,B1,,,
indoors,ADV,B1,,,
industrial,ADJ,B1,,,
industry,NOUN,B1,Work and jobs,,
inevitable,ADJ,B1,,,
infection,NOUN,B1,"News, lifestyles and current affairs",,Health and body care
infinitive,NOUN,B1,,,
inform,VERB,B1,,,
informative,ADJ,B1,,,
ingredient,NOUN,B1,Food and drink,,Food and drink
inhabitant,NOUN,B1,"Things in the town, shops and shopping",,Personal identification
inhale,VERB,B1,,,
initial,NOUN,B1,Education,,
initially,ADV,B1,,,
inject,VERB,B1,,,
injury,NOUN,B1,Travel and services vocab,,Health and body care
ink,NOUN,B1,Objects and rooms,,Shopping
innermost,ADJ,B1,,,
innocent,ADJ,B1,,,
innovator,NOUN,B1,,,
inquiry/enquiry,NOUN,B1,Travel and services vocab,,
insane,ADJ,B1,,,
inscribe,VERB,B1,,,
inscription,NOUN,B1,,,
insight,NOUN,B1,,,
insist,VERB,B1,,,
inspection,NOUN,B1,,,
inspire,VERB,B1,,,
install/instal,VERB,B1,,,
instance,NOUN,B1,Collocation,,Language
instead of,SCONJ,B1,,,
institute,NOUN,B1,Education,,Education
instruction,NOUN,B1,Education,,Personal identification
instructor,NOUN,B1,Work and jobs,Education,
insurance,NOUN,B1,Travel and services vocab,,Services
intend,VERB,B1,,,
intense,ADJ,B1,,,
intensive,ADJ,B1,,,
intention,NOUN,B1,,,
intentionally,ADV,B1,,,
interact,VERB,B1,,,
interaction,NOUN,B1,,,
interest,VERB,B1,,,
intermediate,ADJ,B1,,,
intermission,NOUN,B1,,,
internal,ADJ,B1,,,
internationally,ADV,B1,,,
interrupt,VERB,B1,,,
interval,NOUN,B1,,,
interview,VERB,B1,,,
interviewee,NOUN,B1,,,
introduction,NOUN,B1,,,Relations with other people
invasion,NOUN,B1,"News, lifestyles and current affairs",,
invest,VERB,B1,,,
investigation,NOUN,B1,,,
invitation,NOUN,B1,,,Relations with other people
involuntarily,ADV,B1,,,
involve,VERB,B1,,,
involved,ADJ,B1,,,
iron,NOUN,B1,Objects and rooms,,Shopping
iron,VERB,B1,,,
ironing,NOUN,B1,Work and jobs,,Daily life
irregular,ADJ,B1,,,
irritate,VERB,B1,,,
isle,NOUN,B1,Nationalities and countries,,"House and home, environment"
isolation,NOUN,B1,,,
ivory,NOUN,B1,,,
jade,NOUN,B1,Shopping,,Shopping
jail/gaol,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
jar,NOUN,B1,Objects and rooms,,Shopping
jazz,NOUN,B1,Arts,,"Free time, entertainment"
jealous,ADJ,B1,,,
jewel,NOUN,B1,Shopping,,Shopping
jog,VERB,B1,,,
jogging,NOUN,B1,Leisure activities,,"Free time, entertainment"
joint,ADJ,B1,,,
joke,VERB,B1,,,
journal,NOUN,B1,Objects and rooms,,"Free time, entertainment"
journalist,NOUN,B1,Work and jobs,,Personal identification
judge,NOUN,B1,Work and jobs,"News, lifestyles and current affairs",Personal identification
judgment/judgement,NOUN,B1,"News, lifestyles and current affairs",,
jug,NOUN,B1,Objects and rooms,,Shopping
juicy,ADJ,B1,,,
jumper,NOUN,B1,,,Personal identification
jungle,NOUN,B1,,,
justice,NOUN,B1,,,
kettle,NOUN,B1,Objects and rooms,,Shopping
keyboard,NOUN,B1,Objects and rooms,,
kid,VERB,B1,,,
killing,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
kindly,ADV,B1,,,
kindness,NOUN,B1,,,
kiss,VERB,B1,,,
kitten,NOUN,B1,,,
knit,VERB,B1,,,
knock,VERB,B1,,,
lab,NOUN,B1,Objects and rooms,,"House and home, environment"
laboratory,NOUN,B1,Objects and rooms,,"House and home, environment"
ladder,NOUN,B1,,,
lamb,NOUN,B1,,,
land,NOUN,B1,Nationalities and countries,,"House and home, environment"
landlord,NOUN,B1,Work and jobs,,
largely,ADV,B1,,,
last,ADV,B1,,,
last,VERB,B1,,,
lasting,ADJ,B1,,,
latecomer,NOUN,B1,,,
lately,ADV,B1,,,
laugh,NOUN,B1,,,
laughter,NOUN,B1,,,
launch,VERB,B1,,,
lawful,ADJ,B1,,,
lay,VERB,B1,,,
layer,NOUN,B1,,,
lead,ADJ,B1,,,
lead,VERB,B1,,,
leadership,NOUN,B1,,,
leading,ADJ,B1,,,
league,NOUN,B1,"News, lifestyles and current affairs",,"Free time, entertainment"
lean,ADJ,B1,,,
leap,VERB,B1,,,
least,ADV,B1,,,
leave,NOUN,B1,,,
lecture,NOUN,B1,Education,,Education
legal,ADJ,B1,,,
legally,ADV,B1,,,
length,NOUN,B1,,,
lessen,VERB,B1,,,
lettuce,NOUN,B1,Food and drink,,Food and drink
level,ADJ,B1,,,
liar,NOUN,B1,,,Personal identification
liberate,VERB,B1,,,
liberation,NOUN,B1,"News, lifestyles and current affairs",,
librarian,NOUN,B1,Work and jobs,,Personal identification
lie,NOUN,B1,,,
lifeguard,NOUN,B1,Work and jobs,,Personal identification
lifelong,ADJ,B1,,,
lift,NOUN,B1,"Things in the town, shops and shopping",,Travel
lift,VERB,B1,,,
light,VERB,B1,,,
lighter,NOUN,B1,Objects and rooms,,Shopping
lightly,ADV,B1,,,
lightning,NOUN,B1,,,
like,conjunction,B1,,,
likeness,NOUN,B1,,,
limit,NOUN,B1,,,
limit,VERB,B1,,,
limitation,NOUN,B1,,,
limited,ADJ,B1,,,
limp,VERB,B1,,,
link,NOUN,B1,,,
link,VERB,B1,,,
liquid,ADJ,B1,,,
liquid,NOUN,B1,,,
literary,ADJ,B1,,,
literature,NOUN,B1,Books and literature,,"Free time, entertainment"
little,DET,B1,,,
little,PRON,B1,,,
live,ADJ,B1,,,
liver,NOUN,B1,,,
loaf,NOUN,B1,,,
locate,VERB,B1,,,
location,NOUN,B1,,,
lock,VERB,B1,,,
lodge,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
log,NOUN,B1,,,
logic,NOUN,B1,Education,,Education
logo,NOUN,B1,,,
lorry,NOUN,B1,,,
loss,NOUN,B1,,,
lottery,NOUN,B1,,,
loud,ADJ,B1,,,
loud,ADV,B1,,,
loudspeaker,NOUN,B1,Objects and rooms,,Personal identification
lovingly,ADV,B1,,,
loyal,ADJ,B1,,,
loyalty,NOUN,B1,,,
luggage,NOUN,B1,Travel and services vocab,,Travel
lung,NOUN,B1,,,Health and body care
luxury,NOUN,B1,,,
magical,ADJ,B1,,,
magician,NOUN,B1,Work and jobs,,Personal identification
magnificent,ADJ,B1,,,
mail,VERB,B1,,,
mailbox,NOUN,B1,Objects and rooms,,Services
main,ADJ,B1,,,
maintain,VERB,B1,,,
maintenance,NOUN,B1,,,
majority,NOUN,B1,,,
male,ADJ,B1,,,
management,NOUN,B1,Work and jobs,,Services
mankind,NOUN,B1,,,Personal identification
maple,NOUN,B1,,,
marble,NOUN,B1,,,
march,NOUN,B1,,,
march,VERB,B1,,,
marine,ADJ,B1,,,
marked,ADJ,B1,,,
market,VERB,B1,,,
marriage,NOUN,B1,Family life,,Relations with other people
mash,VERB,B1,,,
mass,ADJ,B1,,,
massive,ADJ,B1,,,
match,VERB,B1,,,
mathematician,NOUN,B1,Education,Work and jobs,Personal identification
mathematics,NOUN,B1,Education,,Education
maximum,ADJ,B1,,,
maximum,NOUN,B1,,,
mayor,NOUN,B1,Work and jobs,,Personal identification
meaningful,ADJ,B1,,,
meanwhile,ADV,B1,,,
measure,NOUN,B1,,,
measure,VERB,B1,,,
measurement,NOUN,B1,,,
mechanic,NOUN,B1,Work and jobs,,Personal identification
mechanical,ADJ,B1,,,
meditate,VERB,B1,,,
meditation,NOUN,B1,,,
Mediterranean,NOUN,B1,,,
medium,ADJ,B1,,,
medium,NOUN,B1,Media,,"Free time, entertainment"
melt,VERB,B1,,,
membership,NOUN,B1,,,Relations with other people
memorable,ADJ,B1,,,
memorize/memorise,VERB,B1,,,
mend,VERB,B1,,,
mental,ADJ,B1,,,
mentally,ADV,B1,,,
mention,VERB,B1,,,
merchant,NOUN,B1,Work and jobs,,Education
mere,ADJ,B1,,,
merely,ADV,B1,,,
mess,NOUN,B1,,,
message board,NOUN,B1,,,
messy,ADJ,B1,,,
middle-aged,ADJ,B1,,,
mild,ADJ,B1,,,
mile,NOUN,B1,,,
mineral,NOUN,B1,,,
minimize/minimise,VERB,B1,,,
minimum,ADJ,B1,,,
minimum,NOUN,B1,,,
minor,ADJ,B1,,,
minority,NOUN,B1,,,
minus,SCONJ,B1,,,
miracle,NOUN,B1,,,
mischief,NOUN,B1,,,
miserable,ADJ,B1,,,
misery,NOUN,B1,,,
mislead,VERB,B1,,,
mission,NOUN,B1,,,
misty,ADJ,B1,,,
misunderstanding,NOUN,B1,,,Relations with other people
mixing bowl,NOUN,B1,,,
modal verb/modal,NOUN,B1,,,
model,ADJ,B1,,,
model,VERB,B1,,,
modem,NOUN,B1,Media,Technical and legal language,
moderate,ADJ,B1,,,
modify,VERB,B1,,,
moisture,NOUN,B1,,,
molecule,NOUN,B1,Education,,
monitor,NOUN,B1,,,
monitor,VERB,B1,,,
monk,NOUN,B1,Work and jobs,,Personal identification
monster,NOUN,B1,,,
monthly,ADJ,B1,,,
monthly,ADV,B1,,,
monument,NOUN,B1,"Things in the town, shops and shopping",,
moral,NOUN,B1,Education,,
more,ADV,B1,,,
moreover,ADV,B1,,,
mosquito,NOUN,B1,,,
moss,NOUN,B1,,,
motherland,NOUN,B1,Nationalities and countries,,Personal identification
motionless,ADJ,B1,,,
motivate,VERB,B1,,,
motivation,NOUN,B1,,,
motive,NOUN,B1,,,
motor,NOUN,B1,Ways of travelling,,Travel
motorcycle,NOUN,B1,Ways of travelling,,Travel
motto,NOUN,B1,,,
mount,NOUN,B1,,,
mountaintop,NOUN,B1,,,
mourn,VERB,B1,,,
movement,NOUN,B1,,,
mud,NOUN,B1,,,
mule,NOUN,B1,,,
murder,VERB,B1,,,
murderer,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
muscle,NOUN,B1,,,Health and body care
mustard,NOUN,B1,,,
mutual,ADJ,B1,,,
myth,NOUN,B1,Books and literature,,"Free time, entertainment"
nail,NOUN,B1,,,Health and body care
naked,ADJ,B1,,,
name,VERB,B1,,,
nap,NOUN,B1,,,
narrate,VERB,B1,,,
narrative,ADJ,B1,,,
narrow,ADJ,B1,,,
nasty,ADJ,B1,,,
nationalist,NOUN,B1,,,
naturally,ADV,B1,,,
navy blue,ADJ,B1,,,
near,ADJ,B1,,,
near,ADV,B1,,,
nearby,ADJ,B1,,,
nearby,ADV,B1,,,
necklace,NOUN,B1,Clothes,,Shopping
nectar,NOUN,B1,,,
needle,NOUN,B1,Objects and rooms,,Shopping
negotiate,VERB,B1,,,
negotiation,NOUN,B1,,,
neighborhood/neighbourhood,NOUN,B1,Family life,,Relations with other people
nephew,NOUN,B1,Family life,,Personal identification
nervousness,NOUN,B1,,,
ness,NOUN,B1,,,
net,NOUN,B1,Objects and rooms,,Shopping
network,NOUN,B1,Media,,
neutral,ADJ,B1,,,
nevertheless,ADV,B1,,,
newborn,ADJ,B1,,,
newcomer,NOUN,B1,,,
newly,ADV,B1,,,
next door,ADV,B1,,,
next-door,ADJ,B1,,,
nickname,NOUN,B1,Personal information,,Personal identification
niece,NOUN,B1,Family life,,Personal identification
nightlife,NOUN,B1,"News, lifestyles and current affairs",,Daily life
nod,NOUN,B1,,,
noisily,ADV,B1,,,
none,PRON,B1,,,
nonetheless,ADV,B1,,,
nonsense,NOUN,B1,,,
nor,conjunction,B1,,,
normally,ADV,B1,,,
northeast,ADJ,B1,,,
northeast,NOUN,B1,,,
northeastern,ADJ,B1,,,
northern,ADJ,B1,,,
northwest,ADJ,B1,,,
northwest,NOUN,B1,,,
northwestern,ADJ,B1,,,
notice,VERB,B1,,,
noticeable,ADJ,B1,,,
noticeboard,NOUN,B1,,,
notion,NOUN,B1,,,
notorious,ADJ,B1,,,
novelist,NOUN,B1,Education,,Personal identification
nowhere,ADV,B1,,,
nuclear,ADJ,B1,,,
nucleus,NOUN,B1,,,
numerous,ADJ,B1,,,
nurse,VERB,B1,,,
nutrient,NOUN,B1,Food and drink,,Food and drink
nutrition,NOUN,B1,Food and drink,,Food and drink
nutritious,ADJ,B1,,,
object,NOUN,B1,,,
objection,NOUN,B1,,,
objective,NOUN,B1,,,
observation,NOUN,B1,,,
observe,VERB,B1,,,
obstacle,NOUN,B1,,,
obtain,VERB,B1,,,
obvious,ADJ,B1,,,
obviously,ADV,B1,,,
occasion,NOUN,B1,,,
occasion,VERB,B1,,,
occasional,ADJ,B1,,,
occasionally,ADV,B1,,,
occupy,VERB,B1,,,
occur,VERB,B1,,,
ocean,NOUN,B1,,,"House and home, environment"
off,SCONJ,B1,,,
offensive,ADJ,B1,,,
officially,ADV,B1,,,
oily,ADJ,B1,,,
old-fashioned,ADJ,B1,,,
oneself,PRON,B1,,,
onstage,ADJ,B1,,,
onto/on to,SCONJ,B1,,,
opening,NOUN,B1,,,
operation,NOUN,B1,,,
opposite,ADV,B1,,,
opposite,NOUN,B1,,,
opposition,NOUN,B1,,,
oppress,VERB,B1,,,
oppression,NOUN,B1,,,
option,NOUN,B1,,,
oral,NOUN,B1,Education,,
orbit,NOUN,B1,,,
orchestra,NOUN,B1,Hobbies and pastimes,,"Free time, entertainment"
orderly,ADJ,B1,,,
ordinary,ADJ,B1,,,
organ,NOUN,B1,Education,,
organic,ADJ,B1,,,
organism,NOUN,B1,,,
organization/organisation,NOUN,B1,,,
origin,NOUN,B1,,,Personal identification
otherwise,ADV,B1,,,
ought to,AUX,B1,,,
outdoor,ADJ,B1,,,
outdoors,ADV,B1,,,
outer,ADJ,B1,,,
outlaw,NOUN,B1,"News, lifestyles and current affairs",,
outline,VERB,B1,,,
out-of-date,ADJ,B1,,,
outstanding,ADJ,B1,,,
outward,ADJ,B1,,,
outweigh,VERB,B1,,,
overcome,VERB,B1,,,
overjoyed,ADJ,B1,,,
overnight,ADJ,B1,,,
overnight,ADV,B1,,,
overwhelm,VERB,B1,,,
overwhelming,ADJ,B1,,,
overwork,NOUN,B1,Work and jobs,,
owe,VERB,B1,,,
owing,ADJ,B1,,,
own,VERB,B1,,,
oxygen,NOUN,B1,Education,,
pace,NOUN,B1,,,
package,NOUN,B1,Objects and rooms,,Shopping
packing,NOUN,B1,,,
paddle,NOUN,B1,Ways of travelling,,Travel
paid,ADJ,B1,,,
pain,NOUN,B1,Travel and services vocab,,Health and body care
painful,ADJ,B1,,,
pale,ADJ,B1,,,
palm,NOUN,B1,,,Health and body care
parachute,NOUN,B1,,,
paradise,NOUN,B1,,,
paralyze/paralyse,VERB,B1,,,
parcel,NOUN,B1,,,
pardon,VERB,B1,,,
parental,ADJ,B1,,,
parking,NOUN,B1,Travel and services vocab,,Travel
parrot,NOUN,B1,,,
partial,ADJ,B1,,,
participant,NOUN,B1,,,
participate,VERB,B1,,,
participle,NOUN,B1,Education,,
particularly,ADV,B1,,,
part-time,ADJ,B1,,,
part-time,ADV,B1,,,
passion,NOUN,B1,,,
passive,ADJ,B1,,,
passport,NOUN,B1,Travel and services vocab,,Travel
password,NOUN,B1,,,
past,ADJ,B1,,,
patience,NOUN,B1,,,Health and body care
patient,ADJ,B1,,,
patrol,NOUN,B1,,,
pattern,NOUN,B1,,,
pause,NOUN,B1,,,
pause,VERB,B1,,,
peanut,NOUN,B1,Food and drink,,Food and drink
peculiar,ADJ,B1,,,
penniless,ADJ,B1,,,
penny,NOUN,B1,,,
per,SCONJ,B1,,,
percent/per cent,NOUN,B1,,,
performer,NOUN,B1,Work and jobs,,Personal identification
permanent,ADJ,B1,,,
permanently,ADV,B1,,,
permit,VERB,B1,,,
personally,ADV,B1,,,
persuade,VERB,B1,,,
persuasive,ADJ,B1,,,
phantom,ADJ,B1,,,
pharmacy,NOUN,B1,"Things in the town, shops and shopping",,Health and body care
phenomenon,NOUN,B1,,,
philosopher,NOUN,B1,Work and jobs,Education,Personal identification
philosophy,NOUN,B1,Education,,Education
phoenix/phenix,NOUN,B1,,,
photocopy,NOUN,B1,,,
phrasal verb,NOUN,B1,,,
phrase,NOUN,B1,Education,,Education
physics,NOUN,B1,Education,,Education
pick,NOUN,B1,,,
pie,NOUN,B1,Food and drink,,Food and drink
piety,NOUN,B1,,,
pillow,NOUN,B1,Objects and rooms,,Shopping
pin,VERB,B1,,,
pineapple,NOUN,B1,Food and drink,,Food and drink
pipe,NOUN,B1,,,
pit,NOUN,B1,,,
place,VERB,B1,,,
plain,ADJ,B1,,,
plan,VERB,B1,,,
