headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
period,NOUN,A1,,,
person,NOUN,A1,,,Personal identification
personal,ADJ,A1,,,
pet,NOUN,A1,Family life,,
phone,NOUN,A1,Objects and rooms,,Services
phone,VERB,A1,,,
photo,NOUN,A1,Objects and rooms,,"Free time, entertainment"
piano,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
pick,VERB,A1,,,
picnic,NOUN,A1,Leisure activities,,"Free time, entertainment"
picture,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
piece,NOUN,A1,,,
pig,NOUN,A1,,,
pink,ADJ,A1,,,
pizza,NOUN,A1,Food and drink,,Food and drink
place,NOUN,A1,,,Places
plan,NOUN,A1,Holidays,,
plane,NOUN,A1,Ways of travelling,,Travel
play,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
play,VERB,A1,,,
player,NOUN,A1,Hobbies and pastimes,,Personal identification
please,ADV,A1,,,
pleasure,NOUN,A1,,,
pocket,NOUN,A1,Clothes,,"Free time, entertainment"
poem,NOUN,A1,Education,,Education
point,NOUN,A1,,,
pollution,NOUN,A1,"News, lifestyles and current affairs",,"House and home, environment"
pool,NOUN,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
poor,ADJ,A1,,,
pop,NOUN,A1,,,"Free time, entertainment"
post,NOUN,A1,"Things in the town, shops and shopping",,Services
poster,NOUN,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
potato,NOUN,A1,Food and drink,,Food and drink
practice,NOUN,A1,Hobbies and pastimes,,
practice/practise,VERB,A1,,,
pray,VERB,A1,,,
present,NOUN,A1,,,Shopping
pretty,ADJ,A1,,,
price,NOUN,A1,Shopping,,Shopping
prince,NOUN,A1,Nationalities and countries,,Relations with other people
princess,NOUN,A1,Nationalities and countries,,Relations with other people
problem,NOUN,A1,,,Relations with other people
program/programme,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
purple,NOUN,A1,Colours,,
push,VERB,A1,,,
put,VERB,A1,,,
quarter,NOUN,A1,,,
question,NOUN,A1,,,Language
quickly,ADV,A1,,,
quiet,ADJ,A1,,,
rabbit,NOUN,A1,,,
radio,NOUN,A1,Objects and rooms,,"Free time, entertainment"
rain,NOUN,A1,Media,,Weather
rain,VERB,A1,,,
rainy,ADJ,A1,,,
rat,NOUN,A1,,,
're,be-verb,A1,,,
read,VERB,A1,,,
reader,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
reading,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
ready,ADJ,A1,,,
real,ADJ,A1,,,
real,ADV,A1,,,
really,ADV,A1,,,
reason,NOUN,A1,,,
red,ADJ,A1,,,
remember,VERB,A1,,,
repeat,VERB,A1,,,
reporter,NOUN,A1,Work and jobs,Media,Personal identification
restaurant,NOUN,A1,"Things in the town, shops and shopping",,Food and drink
result,NOUN,A1,,,
review,NOUN,A1,Education,,
ribbon,NOUN,A1,,,
rice,NOUN,A1,Food and drink,,Food and drink
rich,ADJ,A1,,,
ride,NOUN,A1,Ways of travelling,,Travel
ride,VERB,A1,,,
right,ADJ,A1,,,
right,ADV,A1,,,
ring,VERB,A1,,,
river,NOUN,A1,"Things in the town, shops and shopping",,"House and home, environment"
role,NOUN,A1,,,
room,NOUN,A1,Objects and rooms,,"House and home, environment"
rose,NOUN,A1,,,
row,NOUN,A1,,,Travel
rude,ADJ,A1,,,
rule,NOUN,A1,,,
ruler,NOUN,A1,,,Shopping
run,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
run,VERB,A1,,,
's,be-verb,A1,,,
sad,ADJ,A1,,,
sailor,NOUN,A1,Work and jobs,,Personal identification
salad,NOUN,A1,Food and drink,,Food and drink
sale,NOUN,A1,Shopping,,Shopping
same,ADJ,A1,,,
same,ADV,A1,,,
same,PRON,A1,,,
sandwich,NOUN,A1,Food and drink,,Food and drink
Saturday,NOUN,A1,,,
save,VERB,A1,,,
saw,NOUN,A1,Objects and rooms,,
say,VERB,A1,,,
school,NOUN,A1,"Things in the town, shops and shopping",,
science,NOUN,A1,Education,,Education
scientist,NOUN,A1,Work and jobs,,Personal identification
sea,NOUN,A1,Nationalities and countries,,"House and home, environment"
seat,NOUN,A1,Objects and rooms,,"Free time, entertainment"
second,ADJ,A1,,,
section,NOUN,A1,,,
see,VERB,A1,,,
self,NOUN,A1,,,
sell,VERB,A1,,,
sentence,NOUN,A1,Education,,Education
September,NOUN,A1,,,
set,VERB,A1,,,
seven,number,A1,,,
seventeen,number,A1,,,
seventy,number,A1,,,
shake,NOUN,A1,,,
share,VERB,A1,,,
she,PRON,A1,,,
sheep,NOUN,A1,,,
shelf,NOUN,A1,Objects and rooms,,"Free time, entertainment"
ship,NOUN,A1,Ways of travelling,,Travel
shirt,NOUN,A1,Clothes,,Shopping
shoe,NOUN,A1,Clothes,,Shopping
shop,NOUN,A1,"Things in the town, shops and shopping",,Daily life
shopping,NOUN,A1,Shopping,,Shopping
short,ADJ,A1,,,
short,ADV,A1,,,
should,AUX,A1,,,
shoulder,NOUN,A1,,,Health and body care
show,VERB,A1,,,
shower,NOUN,A1,Objects and rooms,,"House and home, environment"
shy,ADJ,A1,,,
sick,ADJ,A1,,,
side,NOUN,A1,,,
sight,NOUN,A1,,,
sign,NOUN,A1,Personal information,,Personal identification
sing,VERB,A1,,,
singer,NOUN,A1,Work and jobs,Hobbies and pastimes,Personal identification
sir,NOUN,A1,Travel and services vocab,,Personal identification
sister,NOUN,A1,Family life,,Personal identification
sit,VERB,A1,,,
site,NOUN,A1,,,
six,number,A1,,,
sixteen,number,A1,,,
sixty,number,A1,,,
size,NOUN,A1,Clothes,,"Free time, entertainment"
skill,NOUN,A1,,,
skirt,NOUN,A1,Clothes,,Shopping
sky,NOUN,A1,,,"House and home, environment"
sleep,VERB,A1,,,
slow,ADJ,A1,,,
small,ADJ,A1,,,
smart,ADJ,A1,,,
smell,NOUN,A1,,,Food and drink
smile,NOUN,A1,,,
smith,NOUN,A1,Work and jobs,,Personal identification
smoke,NOUN,A1,,,Food and drink
smoking,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
snake,NOUN,A1,,,
snow,NOUN,A1,Media,,Weather
snowy,ADJ,A1,,,
so,conjunction,A1,,,
soccer,NOUN,A1,Leisure activities,,"Free time, entertainment"
social,ADJ,A1,,,
sofa,NOUN,A1,Objects and rooms,,"House and home, environment"
solve,VERB,A1,,,
some,DET,A1,,,
some,PRON,A1,,,
someone,PRON,A1,,,
something,PRON,A1,,,
son,NOUN,A1,Family life,,Personal identification
song,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
soon,ADV,A1,,,
sorry,ADJ,A1,,,
soup,NOUN,A1,Food and drink,,Food and drink
speak,VERB,A1,,,
special,ADJ,A1,,,
speech,NOUN,A1,"News, lifestyles and current affairs",,
spell,NOUN,A1,,,
spend,VERB,A1,,,
sport,NOUN,A1,Hobbies and lifestyles,,"Free time, entertainment"
spot,NOUN,A1,,,
spring,NOUN,A1,,,
spy,NOUN,A1,,,Personal identification
stage,NOUN,A1,Hobbies and pastimes,,"Free time, entertainment"
stand,NOUN,A1,,,
star,NOUN,A1,,,"Free time, entertainment"
start,NOUN,A1,,,
start,VERB,A1,,,
station,NOUN,A1,"Things in the town, shops and shopping",,Travel
stay,VERB,A1,,,
step,VERB,A1,,,
still,ADJ,A1,,,
stone,NOUN,A1,,,
stop,NOUN,A1,,,
stop,VERB,A1,,,
store,NOUN,A1,"Things in the town, shops and shopping",,
story/storey,NOUN,A1,Books and literature,,"Free time, entertainment"
straight,ADV,A1,,,
strange,ADJ,A1,,,
street,NOUN,A1,"Things in the town, shops and shopping",,"House and home, environment"
strict,ADJ,A1,,,
strong,ADJ,A1,,,
student,NOUN,A1,Education,,Education
study,VERB,A1,,,
subject,NOUN,A1,,,Education
subway,NOUN,A1,"Things in the town, shops and shopping",,Travel
successful,ADJ,A1,,,
sugar,NOUN,A1,Food and drink,,Food and drink
suggestion,NOUN,A1,,,
sum,NOUN,A1,,,
summer,NOUN,A1,,,
sun,NOUN,A1,,,Weather
Sunday,NOUN,A1,,,
sunny,ADJ,A1,,,
sunshine,NOUN,A1,,,Weather
super,ADJ,A1,,,
supermarket,NOUN,A1,"Things in the town, shops and shopping",,Shopping
sure,ADJ,A1,,,
surf,NOUN,A1,,,"Free time, entertainment"
surprise,NOUN,A1,,,
survey,NOUN,A1,,,
sweet,ADJ,A1,,,
swim,NOUN,A1,Leisure activities,,"Free time, entertainment"
swim,VERB,A1,,,
swimming,NOUN,A1,Leisure activities,,"Free time, entertainment"
swimming pool,NOUN,A1,Leisure activities,,"Free time, entertainment"
table,NOUN,A1,Objects and rooms,,"House and home, environment"
take,VERB,A1,,,
talk,VERB,A1,,,
tall,ADJ,A1,,,
taxi,NOUN,A1,Ways of travelling,,Travel
tea,NOUN,A1,Food and drink,,Food and drink
teach,VERB,A1,,,
teacher,NOUN,A1,Education,Work and jobs,Education
team,NOUN,A1,,,"Free time, entertainment"
technology,NOUN,A1,Work and jobs,,
telephone,NOUN,A1,Objects and rooms,,Services
television,NOUN,A1,Objects and rooms,,"Free time, entertainment"
tell,VERB,A1,,,
temple,NOUN,A1,"Things in the town, shops and shopping",,Personal identification
ten,number,A1,,,
tennis,NOUN,A1,Leisure activities,,"Free time, entertainment"
terrible,ADJ,A1,,,
test,NOUN,A1,Education,,Education
than,conjunction,A1,,,
than,SCONJ,A1,,,
thank,VERB,A1,,,
thanks,NOUN,A1,,,
that,conjunction,A1,,,
that,DET,A1,,,
that,PRON,A1,,,
the,DET,A1,,,
theater/theatre,NOUN,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
their,DET,A1,,,
them,PRON,A1,,,
then,ADV,A1,,,
there,ADV,A1,,,
these,DET,A1,,,
these,PRON,A1,,,
they,PRON,A1,,,
thick,ADJ,A1,,,
thin,ADJ,A1,,,
thing,NOUN,A1,,,
think,VERB,A1,,,
thirteen,number,A1,,,
thirty,number,A1,,,
this,DET,A1,,,
this,PRON,A1,,,
those,DET,A1,,,
those,PRON,A1,,,
three,number,A1,,,
through,SCONJ,A1,,,
throw,NOUN,A1,,,
Thursday,NOUN,A1,,,
ticket,NOUN,A1,,,"Free time, entertainment"
tiger,NOUN,A1,,,
tight,ADJ,A1,,,
time,NOUN,A1,,,
tired,ADJ,A1,,,
to,infinitive-to,A1,,,
to,SCONJ,A1,,,
today,ADV,A1,,,
today,NOUN,A1,,,
together,ADV,A1,,,
toilet,NOUN,A1,Objects and rooms,,"House and home, environment"
tomato,NOUN,A1,Food and drink,,Food and drink
tomorrow,ADV,A1,,,
tomorrow,NOUN,A1,,,
tonight,ADV,A1,,,
too,ADV,A1,,,
tool,NOUN,A1,Objects and rooms,,
tooth,NOUN,A1,Travel and services vocab,,Health and body care
top,NOUN,A1,,,
topic,NOUN,A1,,,
touch,NOUN,A1,,,
towel,NOUN,A1,Objects and rooms,,Shopping
tower,NOUN,A1,"Things in the town, shops and shopping",,"House and home, environment"
town,NOUN,A1,Nationalities and countries,,"House and home, environment"
toy,NOUN,A1,Objects and rooms,,"Free time, entertainment"
train,NOUN,A1,Ways of travelling,,Travel
travel,VERB,A1,,,
tree,NOUN,A1,Objects and rooms,,"House and home, environment"
trip,NOUN,A1,Hobbies and pastimes,,Travel
trousers,NOUN,A1,Clothes,,Shopping
truck,NOUN,A1,"Things in the town, shops and shopping",,Travel
true,ADJ,A1,,,
try,NOUN,A1,,,
T-shirt/tee-shirt,NOUN,A1,Clothes,,Shopping
tube,NOUN,A1,,,
Tuesday,NOUN,A1,,,
turkey,NOUN,A1,Food and drink,,Food and drink
turn,NOUN,A1,,,
turn,VERB,A1,,,
TV,NOUN,A1,Objects and rooms,,"House and home, environment"
twelve,number,A1,,,
twenty,number,A1,,,
two,number,A1,,,
type,NOUN,A1,,,
ugly,ADJ,A1,,,
umbrella,NOUN,A1,Objects and rooms,,Shopping
uncle,NOUN,A1,Family life,,Personal identification
under,SCONJ,A1,,,
underline,NOUN,A1,,,
until,SCONJ,A1,,,
up,SCONJ,A1,,,
us,PRON,A1,,,
use,VERB,A1,,,
usually,ADV,A1,,,
vacation,NOUN,A1,Holidays,,"Free time, entertainment"
vase,NOUN,A1,Objects and rooms,,Shopping
vegetable,NOUN,A1,Food and drink,,Food and drink
very,ADV,A1,,,
video,NOUN,A1,Objects and rooms,,"Free time, entertainment"
visit,NOUN,A1,,,
visit,VERB,A1,,,
volleyball,NOUN,A1,Leisure activities,,"Free time, entertainment"
vote,NOUN,A1,"News, lifestyles and current affairs",,
wait,VERB,A1,,,
waiter,NOUN,A1,Work and jobs,,Food and drink
waitress,NOUN,A1,Work and jobs,,Personal identification
wake,NOUN,A1,,,
walk,NOUN,A1,,,"Free time, entertainment"
walk,VERB,A1,,,
wall,NOUN,A1,Objects and rooms,,"House and home, environment"
want,VERB,A1,,,
war,NOUN,A1,"News, lifestyles and current affairs",,Relations with other people
warm,ADJ,A1,,,
was,be-verb,A1,,,
wash,NOUN,A1,,,Daily life
wash,VERB,A1,,,
watch,NOUN,A1,Objects and rooms,,"House and home, environment"
watch,VERB,A1,,,
water,NOUN,A1,,,Food and drink
way,NOUN,A1,,,Travel
we,PRON,A1,,,
wear,VERB,A1,,,
weather,NOUN,A1,,,Weather
Wednesday,NOUN,A1,,,
week,NOUN,A1,,,
weekend,NOUN,A1,,,
welcome,INTJ,A1,,,
welcome,VERB,A1,,,
well,ADJ,A1,,,
well,ADV,A1,,,
were,be-verb,A1,,,
what,DET,A1,,,
what,PRON,A1,,,
wheel,NOUN,A1,,,Travel
when,ADV,A1,,,
when,conjunction,A1,,,
where,ADV,A1,,,
where,conjunction,A1,,,
which,DET,A1,,,
which,PRON,A1,,,
white,ADJ,A1,,,
white,NOUN,A1,Colours,,
who,PRON,A1,,,
whose,DET,A1,,,
whose,PRON,A1,,,
why,ADV,A1,,,
wife,NOUN,A1,Family life,,Personal identification
will,AUX,A1,,,
win,VERB,A1,,,
wind,NOUN,A1,,,Weather
window,NOUN,A1,Objects and rooms,,"House and home, environment"
winter,NOUN,A1,,,
wish,NOUN,A1,,,
with,SCONJ,A1,,,
woman,NOUN,A1,,,Personal identification
wonderful,ADJ,A1,,,
word,NOUN,A1,Books and literature,,Services
work,NOUN,A1,Work and jobs,,Daily life
work,VERB,A1,,,
worker,NOUN,A1,Work and jobs,,Personal identification
world,NOUN,A1,Nationalities and countries,,"House and home, environment"
worry,NOUN,A1,,,
would,AUX,A1,,,
write,VERB,A1,,,
writer,NOUN,A1,Work and jobs,Books and literature,Personal identification
wrong,ADJ,A1,,,
yard,NOUN,A1,Objects and rooms,,"House and home, environment"
year,NOUN,A1,,,
yellow,ADJ,A1,,,
yellow,NOUN,A1,Colours,,
yes,ADV,A1,,,
yesterday,ADV,A1,,,
yet,ADV,A1,,,
yogurt/yoghurt/yoghourt,NOUN,A1,Food and drink,,Food and drink
you,PRON,A1,,,
young,ADJ,A1,,,
your,DET,A1,,,
yours,PRON,A1,,,
yourself,PRON,A1,,,
zoo,NOUN,A1,,,Places
